building_id,area_m2,perimeter_m,floors,damage_level,access_index,zoning_category,building_type,action,labor_hours,concrete_m3,steel_tons,equipment_hours,cost,duration_days
111,2420.132,203.294,4,0.85,1.0,mixed_use,commercial,rebuild,48238.071,1004.96,60.298,401.984,5793007.55,2536.7
111,2420.132,203.294,4,0.85,1.0,mixed_use,commercial,demolish,8039.679,0.0,0.0,321.587,639813.58,543.4
111,2420.132,203.294,4,0.85,1.0,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,24201.32,1.0
112,3780.753,258.831,4,0.488,1.0,public,public,repair,21506.133,161.296,10.753,107.531,2017585.21,1140.3
112,3780.753,258.831,4,0.488,1.0,public,public,rebuild,64518.399,1344.133,80.648,537.653,9840183.95,4768.8
112,3780.753,258.831,4,0.488,1.0,public,public,demolish,10753.066,0.0,0.0,430.123,1161136.51,717.2
112,3780.753,258.831,4,0.488,1.0,public,public,defer,0.0,0.0,0.0,0.0,37807.53,1.0
113,5128.539,287.789,2,0.139,0.997,industrial,industrial,repair,23360.792,175.206,11.68,116.804,2390365.62,1175.3
113,5128.539,287.789,2,0.139,0.997,industrial,industrial,rebuild,70082.375,1460.049,87.603,584.02,8161026.44,3790.3
113,5128.539,287.789,2,0.139,0.997,industrial,industrial,demolish,11680.396,0.0,0.0,467.216,944324.11,601.0
113,5128.539,287.789,2,0.139,0.997,industrial,industrial,defer,0.0,0.0,0.0,0.0,51316.16,1.0
114,517.449,99.929,1,0.081,1.0,residential,residential,repair,2224.648,16.685,1.112,11.123,155972.92,117.4
114,517.449,99.929,1,0.081,1.0,residential,residential,rebuild,6673.943,139.04,8.342,55.616,621554.03,360.9
114,517.449,99.929,1,0.081,1.0,residential,residential,demolish,1112.324,0.0,0.0,44.493,69377.9,71.2
114,517.449,99.929,1,0.081,1.0,residential,residential,defer,0.0,0.0,0.0,0.0,5174.49,1.0
115,619.478,104.791,8,0.35,0.927,mixed_use,residential,repair,3689.855,27.674,1.845,18.449,287056.03,211.8
115,619.478,104.791,8,0.35,0.927,mixed_use,residential,rebuild,11069.566,230.616,13.837,92.246,1079982.71,595.7
115,619.478,104.791,8,0.35,0.927,mixed_use,residential,demolish,1844.928,0.0,0.0,73.797,136970.65,124.8
115,619.478,104.791,8,0.35,0.927,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6285.22,1.0
116,2734.058,226.264,2,0.059,0.699,public,public,repair,13142.107,98.566,6.571,65.711,1285820.16,658.7
116,2734.058,226.264,2,0.059,0.699,public,public,rebuild,39426.32,821.382,49.283,328.553,5180127.17,2494.0
116,2734.058,226.264,2,0.059,0.699,public,public,demolish,6571.053,0.0,0.0,262.842,617101.56,422.9
116,2734.058,226.264,2,0.059,0.699,public,public,defer,0.0,0.0,0.0,0.0,28986.48,1.0
117,4606.399,293.355,1,0.378,1.0,industrial,industrial,repair,23169.634,173.772,11.585,115.848,2561524.83,1311.2
117,4606.399,293.355,1,0.378,1.0,industrial,industrial,rebuild,69508.903,1448.102,86.886,579.241,7464404.59,4590.6
117,4606.399,293.355,1,0.378,1.0,industrial,industrial,demolish,11584.817,0.0,0.0,463.393,1296160.28,731.9
117,4606.399,293.355,1,0.378,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,46063.99,1.0
118,1414.038,158.113,1,0.119,0.71,historical,cultural,repair,6841.969,51.315,3.421,34.21,919362.06,328.9
118,1414.038,158.113,1,0.119,0.71,historical,cultural,rebuild,20525.906,427.623,25.657,171.049,3946173.04,1308.5
118,1414.038,158.113,1,0.119,0.71,historical,cultural,demolish,3420.984,0.0,0.0,136.839,455908.72,217.6
118,1414.038,158.113,1,0.119,0.71,historical,cultural,defer,0.0,0.0,0.0,0.0,14960.52,1.0
119,304.275,85.262,1,0.96,0.522,residential,residential,repair,2295.032,17.213,1.148,11.475,161982.27,138.1
119,304.275,85.262,1,0.96,0.522,residential,residential,rebuild,6885.097,143.44,8.606,57.376,667934.89,415.6
119,304.275,85.262,1,0.96,0.522,residential,residential,demolish,1147.516,0.0,0.0,45.901,88403.84,81.6
119,304.275,85.262,1,0.96,0.522,residential,residential,defer,0.0,0.0,0.0,0.0,3333.64,1.0
120,580.19,96.477,1,0.323,0.517,residential,residential,repair,3319.852,24.899,1.66,16.599,216858.36,211.4
120,580.19,96.477,1,0.323,0.517,residential,residential,rebuild,9959.557,207.491,12.449,82.996,765734.27,674.2
120,580.19,96.477,1,0.323,0.517,residential,residential,demolish,1659.926,0.0,0.0,66.397,112730.2,101.4
120,580.19,96.477,1,0.323,0.517,residential,residential,defer,0.0,0.0,0.0,0.0,6362.36,1.0
121,748.061,109.792,4,0.783,0.836,residential,residential,repair,5115.49,38.366,2.558,25.577,373085.6,274.8
121,748.061,109.792,4,0.783,0.836,residential,residential,rebuild,15346.47,319.718,19.183,127.887,1511473.39,1022.5
121,748.061,109.792,4,0.783,0.836,residential,residential,demolish,2557.745,0.0,0.0,102.31,170805.19,160.7
121,748.061,109.792,4,0.783,0.836,residential,residential,defer,0.0,0.0,0.0,0.0,7725.97,1.0
122,842.866,116.132,6,0.486,0.903,residential,residential,repair,5177.784,38.833,2.589,25.889,365075.41,303.9
122,842.866,116.132,6,0.486,0.903,residential,residential,rebuild,15533.352,323.612,19.417,129.445,1268556.18,880.4
122,842.866,116.132,6,0.486,0.903,residential,residential,demolish,2588.892,0.0,0.0,103.556,179523.67,171.0
122,842.866,116.132,6,0.486,0.903,residential,residential,defer,0.0,0.0,0.0,0.0,8592.18,1.0
123,4097.586,263.581,1,0.277,0.692,mixed_use,public,repair,21704.327,162.782,10.852,108.522,1886853.8,1233.5
123,4097.586,263.581,1,0.277,0.692,mixed_use,public,rebuild,65112.982,1356.52,81.391,542.608,7625007.12,3794.5
123,4097.586,263.581,1,0.277,0.692,mixed_use,public,demolish,10852.164,0.0,0.0,434.087,919762.95,692.9
123,4097.586,263.581,1,0.277,0.692,mixed_use,public,defer,0.0,0.0,0.0,0.0,43499.97,1.0
124,2694.587,211.02,1,0.335,0.529,industrial,industrial,repair,15455.714,115.918,7.728,77.279,1611595.42,835.1
124,2694.587,211.02,1,0.335,0.529,industrial,industrial,rebuild,46367.143,965.982,57.959,386.393,6171522.92,2733.3
124,2694.587,211.02,1,0.335,0.529,industrial,industrial,demolish,7727.857,0.0,0.0,309.114,635019.86,487.3
124,2694.587,211.02,1,0.335,0.529,industrial,industrial,defer,0.0,0.0,0.0,0.0,29484.17,1.0
125,2517.334,200.809,1,0.698,0.658,industrial,industrial,repair,16396.364,122.973,8.198,81.982,1758720.51,1040.9
125,2517.334,200.809,1,0.698,0.658,industrial,industrial,rebuild,49189.093,1024.773,61.486,409.909,7260510.74,3344.8
125,2517.334,200.809,1,0.698,0.658,industrial,industrial,demolish,8198.182,0.0,0.0,327.927,871902.82,539.9
125,2517.334,200.809,1,0.698,0.658,industrial,industrial,defer,0.0,0.0,0.0,0.0,26895.2,1.0
126,5230.23,302.951,3,0.777,1.0,industrial,industrial,repair,32974.822,247.311,16.487,164.874,3572465.95,2193.5
126,5230.23,302.951,3,0.777,1.0,industrial,industrial,rebuild,98924.466,2060.926,123.656,824.371,11786964.71,6542.6
126,5230.23,302.951,3,0.777,1.0,industrial,industrial,demolish,16487.411,0.0,0.0,659.496,1705786.91,999.2
126,5230.23,302.951,3,0.777,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,52302.3,1.0
127,1075.843,132.243,8,0.24,0.661,mixed_use,residential,repair,6608.614,49.565,3.304,33.043,504684.27,362.0
127,1075.843,132.243,8,0.24,0.661,mixed_use,residential,rebuild,19825.842,413.038,24.782,165.215,1914263.98,1038.2
127,1075.843,132.243,8,0.24,0.661,mixed_use,residential,demolish,3304.307,0.0,0.0,132.172,230895.97,225.0
127,1075.843,132.243,8,0.24,0.661,mixed_use,residential,defer,0.0,0.0,0.0,0.0,11487.85,1.0
128,430.669,86.452,1,0.583,0.605,residential,residential,repair,2712.905,20.347,1.356,13.565,209707.61,146.1
128,430.669,86.452,1,0.583,0.605,residential,residential,rebuild,8138.714,169.557,10.173,67.823,696283.1,481.9
128,430.669,86.452,1,0.583,0.605,residential,residential,demolish,1356.452,0.0,0.0,54.258,91276.43,99.6
128,430.669,86.452,1,0.583,0.605,residential,residential,defer,0.0,0.0,0.0,0.0,4646.92,1.0
129,360.435,78.543,1,0.382,0.634,residential,residential,repair,2049.184,15.369,1.025,10.246,151733.07,117.3
129,360.435,78.543,1,0.382,0.634,residential,residential,rebuild,6147.552,128.074,7.684,51.23,562983.3,370.7
129,360.435,78.543,1,0.382,0.634,residential,residential,demolish,1024.592,0.0,0.0,40.984,70406.53,72.0
129,360.435,78.543,1,0.382,0.634,residential,residential,defer,0.0,0.0,0.0,0.0,3868.19,1.0
130,1005.844,127.099,8,0.128,0.928,residential,residential,repair,5329.856,39.974,2.665,26.649,341548.73,270.0
130,1005.844,127.099,8,0.128,0.928,residential,residential,rebuild,15989.569,333.116,19.987,133.246,1349412.61,1089.6
130,1005.844,127.099,8,0.128,0.928,residential,residential,demolish,2664.928,0.0,0.0,106.597,191988.38,182.8
130,1005.844,127.099,8,0.128,0.928,residential,residential,defer,0.0,0.0,0.0,0.0,10203.28,1.0
131,6022.466,327.019,2,0.463,0.994,industrial,industrial,repair,32389.004,242.918,16.195,161.945,3294182.92,1461.8
131,6022.466,327.019,2,0.463,0.994,industrial,industrial,rebuild,97167.012,2024.313,121.459,809.725,13670086.16,5622.2
131,6022.466,327.019,2,0.463,0.994,industrial,industrial,demolish,16194.502,0.0,0.0,647.78,1660739.38,1132.9
131,6022.466,327.019,2,0.463,0.994,industrial,industrial,defer,0.0,0.0,0.0,0.0,60296.93,1.0
132,883.673,119.691,5,0.058,0.619,mixed_use,residential,repair,4663.635,34.977,2.332,23.318,297527.53,225.2
132,883.673,119.691,5,0.058,0.619,mixed_use,residential,rebuild,13990.905,291.477,17.489,116.591,1121536.06,697.1
132,883.673,119.691,5,0.058,0.619,mixed_use,residential,demolish,2331.818,0.0,0.0,93.273,170440.81,138.5
132,883.673,119.691,5,0.058,0.619,mixed_use,residential,defer,0.0,0.0,0.0,0.0,9510.09,1.0
133,3092.499,243.408,1,0.1,0.563,industrial,industrial,repair,15495.649,116.217,7.748,77.478,1571384.99,986.7
133,3092.499,243.408,1,0.1,0.563,industrial,industrial,rebuild,46486.946,968.478,58.109,387.391,5757275.89,3117.0
133,3092.499,243.408,1,0.1,0.563,industrial,industrial,demolish,7747.824,0.0,0.0,309.913,751760.27,404.6
133,3092.499,243.408,1,0.1,0.563,industrial,industrial,defer,0.0,0.0,0.0,0.0,33627.83,1.0
134,1853.886,172.542,12,0.504,0.678,commercial,commercial,repair,13970.4,104.778,6.985,69.852,1477043.54,901.0
134,1853.886,172.542,12,0.504,0.678,commercial,commercial,rebuild,41911.2,873.15,52.389,349.26,4597774.5,2635.3
134,1853.886,172.542,12,0.504,0.678,commercial,commercial,demolish,6985.2,0.0,0.0,279.408,657725.15,425.4
134,1853.886,172.542,12,0.504,0.678,commercial,commercial,defer,0.0,0.0,0.0,0.0,19732.76,1.0
135,3177.978,226.781,6,0.331,0.965,commercial,commercial,repair,17736.617,133.025,8.868,88.683,1512010.09,875.0
135,3177.978,226.781,6,0.331,0.965,commercial,commercial,rebuild,53209.85,1108.539,66.512,443.415,5536533.52,2969.2
135,3177.978,226.781,6,0.331,0.965,commercial,commercial,demolish,8868.308,0.0,0.0,354.732,715091.02,587.8
135,3177.978,226.781,6,0.331,0.965,commercial,commercial,defer,0.0,0.0,0.0,0.0,32002.24,1.0
136,280.15,67.774,3,0.861,0.798,mixed_use,residential,repair,1956.131,14.671,0.978,9.781,138046.08,113.9
136,280.15,67.774,3,0.861,0.798,mixed_use,residential,rebuild,5868.393,122.258,7.335,48.903,674067.47,412.2
136,280.15,67.774,3,0.861,0.798,mixed_use,residential,demolish,978.066,0.0,0.0,39.123,79583.47,73.7
136,280.15,67.774,3,0.861,0.798,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2914.68,1.0
137,196.805,59.587,2,0.54,0.418,residential,residential,repair,1317.321,9.88,0.659,6.587,94198.65,78.5
137,196.805,59.587,2,0.54,0.418,residential,residential,rebuild,3951.963,82.333,4.94,32.933,356197.03,181.0
137,196.805,59.587,2,0.54,0.418,residential,residential,demolish,658.661,0.0,0.0,26.346,48592.78,46.9
137,196.805,59.587,2,0.54,0.418,residential,residential,defer,0.0,0.0,0.0,0.0,2197.13,1.0
138,383.1,91.736,4,0.39,0.597,residential,residential,repair,2373.475,17.801,1.187,11.867,177558.03,111.8
138,383.1,91.736,4,0.39,0.597,residential,residential,rebuild,7120.425,148.342,8.901,59.337,635237.93,429.6
138,383.1,91.736,4,0.39,0.597,residential,residential,demolish,1186.738,0.0,0.0,47.47,92754.1,80.2
138,383.1,91.736,4,0.39,0.597,residential,residential,defer,0.0,0.0,0.0,0.0,4139.78,1.0
139,2049.843,188.65,2,0.545,0.663,mixed_use,commercial,repair,12772.126,95.791,6.386,63.861,1198137.88,675.7
139,2049.843,188.65,2,0.545,0.663,mixed_use,commercial,rebuild,38316.378,798.258,47.895,319.303,4584452.19,2147.6
139,2049.843,188.65,2,0.545,0.663,mixed_use,commercial,demolish,6386.063,0.0,0.0,255.443,520116.59,413.0
139,2049.843,188.65,2,0.545,0.663,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,21880.02,1.0
140,551.069,96.543,4,0.485,0.964,mixed_use,residential,repair,3169.734,23.773,1.585,15.849,236030.05,173.0
140,551.069,96.543,4,0.485,0.964,mixed_use,residential,rebuild,9509.202,198.108,11.887,79.243,974764.27,668.3
140,551.069,96.543,4,0.485,0.964,mixed_use,residential,demolish,1584.867,0.0,0.0,63.395,122717.78,114.0
140,551.069,96.543,4,0.485,0.964,mixed_use,residential,defer,0.0,0.0,0.0,0.0,5550.37,1.0
141,8376.763,385.479,1,0.213,0.939,industrial,industrial,repair,39560.955,296.707,19.78,197.805,3942933.95,2227.4
141,8376.763,385.479,1,0.213,0.939,industrial,industrial,rebuild,118682.865,2472.56,148.354,989.024,16559907.99,6335.9
141,8376.763,385.479,1,0.213,0.939,industrial,industrial,demolish,19780.478,0.0,0.0,791.219,1739683.81,1367.9
141,8376.763,385.479,1,0.213,0.939,industrial,industrial,defer,0.0,0.0,0.0,0.0,84789.6,1.0
142,363.296,82.392,1,0.166,0.81,mixed_use,residential,repair,1746.787,13.101,0.873,8.734,128577.71,95.6
142,363.296,82.392,1,0.166,0.81,mixed_use,residential,rebuild,5240.362,109.174,6.55,43.67,459603.59,275.6
142,363.296,82.392,1,0.166,0.81,mixed_use,residential,demolish,873.394,0.0,0.0,34.936,58619.1,65.8
142,363.296,82.392,1,0.166,0.81,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3771.01,1.0
143,4610.404,275.081,1,0.267,0.751,industrial,industrial,repair,23842.137,178.816,11.921,119.211,2510620.53,1237.1
143,4610.404,275.081,1,0.267,0.751,industrial,industrial,rebuild,71526.41,1490.134,89.408,596.053,8355522.5,4523.9
143,4610.404,275.081,1,0.267,0.751,industrial,industrial,demolish,11921.068,0.0,0.0,476.843,1131253.1,798.3
143,4610.404,275.081,1,0.267,0.751,industrial,industrial,defer,0.0,0.0,0.0,0.0,48400.02,1.0
144,2281.847,191.145,6,0.893,0.824,mixed_use,commercial,repair,17113.543,128.352,8.557,85.568,1579569.11,1121.4
144,2281.847,191.145,6,0.893,0.824,mixed_use,commercial,rebuild,51340.628,1069.596,64.176,427.839,6101670.25,3787.7
144,2281.847,191.145,6,0.893,0.824,mixed_use,commercial,demolish,8556.771,0.0,0.0,342.271,701869.41,542.3
144,2281.847,191.145,6,0.893,0.824,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,23621.68,1.0
145,305.781,75.083,5,0.109,0.926,residential,residential,repair,1503.975,11.28,0.752,7.52,91483.21,78.4
145,305.781,75.083,5,0.109,0.926,residential,residential,rebuild,4511.926,93.998,5.64,37.599,369180.18,225.3
145,305.781,75.083,5,0.109,0.926,residential,residential,demolish,751.988,0.0,0.0,30.08,47982.25,45.1
145,305.781,75.083,5,0.109,0.926,residential,residential,defer,0.0,0.0,0.0,0.0,3103.07,1.0
146,1298.391,150.467,3,0.499,0.375,public,public,repair,8841.612,66.312,4.421,44.208,1024373.16,492.6
146,1298.391,150.467,3,0.499,0.375,public,public,rebuild,26524.835,552.601,33.156,221.04,3836820.36,1623.4
146,1298.391,150.467,3,0.499,0.375,public,public,demolish,4420.806,0.0,0.0,176.832,436434.54,282.9
146,1298.391,150.467,3,0.499,0.375,public,public,defer,0.0,0.0,0.0,0.0,14606.9,1.0
147,393.237,83.795,3,0.292,0.159,mixed_use,residential,repair,2572.091,19.291,1.286,12.86,202045.78,141.9
147,393.237,83.795,3,0.292,0.159,mixed_use,residential,rebuild,7716.273,160.756,9.645,64.302,725907.97,476.8
147,393.237,83.795,3,0.292,0.159,mixed_use,residential,demolish,1286.046,0.0,0.0,51.442,102287.39,85.5
147,393.237,83.795,3,0.292,0.159,mixed_use,residential,defer,0.0,0.0,0.0,0.0,4593.79,1.0
148,342.154,74.809,4,0.197,0.529,mixed_use,residential,repair,1960.938,14.707,0.98,9.805,145967.32,107.4
148,342.154,74.809,4,0.197,0.529,mixed_use,residential,rebuild,5882.813,122.559,7.354,49.023,557469.76,359.3
148,342.154,74.809,4,0.197,0.529,mixed_use,residential,demolish,980.469,0.0,0.0,39.219,76374.43,63.6
148,342.154,74.809,4,0.197,0.529,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3743.85,1.0
149,267.221,77.944,4,0.801,0.965,mixed_use,residential,repair,1762.174,13.216,0.881,8.811,137139.03,93.0
149,267.221,77.944,4,0.801,0.965,mixed_use,residential,rebuild,5286.522,110.136,6.608,44.054,555851.7,326.3
149,267.221,77.944,4,0.801,0.965,mixed_use,residential,demolish,881.087,0.0,0.0,35.243,67334.87,57.8
149,267.221,77.944,4,0.801,0.965,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2690.92,1.0
150,331.658,92.843,2,0.21,0.589,residential,residential,repair,1794.102,13.456,0.897,8.971,123474.43,102.4
150,331.658,92.843,2,0.21,0.589,residential,residential,rebuild,5382.307,112.131,6.728,44.853,401396.71,304.6
150,331.658,92.843,2,0.21,0.589,residential,residential,demolish,897.051,0.0,0.0,35.882,59586.98,67.7
150,331.658,92.843,2,0.21,0.589,residential,residential,defer,0.0,0.0,0.0,0.0,3589.2,1.0
151,186.549,58.842,2,0.851,0.209,residential,residential,repair,1511.234,11.334,0.756,7.556,99117.8,101.3
151,186.549,58.842,2,0.851,0.209,residential,residential,rebuild,4533.701,94.452,5.667,37.781,449127.83,312.4
151,186.549,58.842,2,0.851,0.209,residential,residential,demolish,755.617,0.0,0.0,30.225,56843.51,60.8
151,186.549,58.842,2,0.851,0.209,residential,residential,defer,0.0,0.0,0.0,0.0,2160.61,1.0
152,2064.411,186.091,3,0.083,0.639,public,public,repair,10496.501,78.724,5.248,52.483,1078410.98,517.3
152,2064.411,186.091,3,0.083,0.639,public,public,rebuild,31489.503,656.031,39.362,262.413,3698932.44,1859.7
152,2064.411,186.091,3,0.083,0.639,public,public,demolish,5248.251,0.0,0.0,209.93,516065.78,345.9
152,2064.411,186.091,3,0.083,0.639,public,public,defer,0.0,0.0,0.0,0.0,22134.61,1.0
153,2232.593,189.887,2,0.291,0.88,industrial,industrial,repair,11476.688,86.075,5.738,57.383,1226731.26,568.7
153,2232.593,189.887,2,0.291,0.88,industrial,industrial,rebuild,34430.063,717.293,43.038,286.917,4551773.07,1877.3
153,2232.593,189.887,2,0.291,0.88,industrial,industrial,demolish,5738.344,0.0,0.0,229.534,520213.78,360.7
153,2232.593,189.887,2,0.291,0.88,industrial,industrial,defer,0.0,0.0,0.0,0.0,22861.75,1.0
154,1937.103,176.182,3,0.309,0.992,historical,cultural,repair,9901.487,74.261,4.951,49.507,1277248.01,526.1
154,1937.103,176.182,3,0.309,0.992,historical,cultural,rebuild,29704.461,618.843,37.131,247.537,4786378.82,1779.9
154,1937.103,176.182,3,0.309,0.992,historical,cultural,demolish,4950.743,0.0,0.0,198.03,653169.17,332.0
154,1937.103,176.182,3,0.309,0.992,historical,cultural,defer,0.0,0.0,0.0,0.0,19402.02,1.0
155,779.89,111.707,4,0.201,0.379,mixed_use,residential,repair,4681.145,35.109,2.341,23.406,345386.99,267.8
155,779.89,111.707,4,0.201,0.379,mixed_use,residential,rebuild,14043.435,292.572,17.554,117.029,1460521.39,888.6
155,779.89,111.707,4,0.201,0.379,mixed_use,residential,demolish,2340.573,0.0,0.0,93.623,153710.75,152.0
155,779.89,111.707,4,0.201,0.379,mixed_use,residential,defer,0.0,0.0,0.0,0.0,8767.52,1.0
156,2318.871,192.786,3,0.132,0.326,historical,cultural,repair,13299.347,99.745,6.65,66.497,1809052.4,722.1
156,2318.871,192.786,3,0.132,0.326,historical,cultural,rebuild,39898.041,831.209,49.873,332.484,6623310.19,2179.7
156,2318.871,192.786,3,0.132,0.326,historical,cultural,demolish,6649.673,0.0,0.0,265.987,943652.9,435.3
156,2318.871,192.786,3,0.132,0.326,historical,cultural,defer,0.0,0.0,0.0,0.0,26314.55,1.0
157,8291.148,366.861,1,0.131,0.612,industrial,industrial,repair,41644.802,312.336,20.822,208.224,3704323.06,2372.0
157,8291.148,366.861,1,0.131,0.612,industrial,industrial,rebuild,124934.407,2602.8,156.168,1041.12,15402004.83,7363.4
157,8291.148,366.861,1,0.131,0.612,industrial,industrial,demolish,20822.401,0.0,0.0,832.896,1779841.04,1432.4
157,8291.148,366.861,1,0.131,0.612,industrial,industrial,defer,0.0,0.0,0.0,0.0,89345.41,1.0
158,2145.95,185.593,4,0.197,0.902,mixed_use,commercial,repair,10920.394,81.903,5.46,54.602,1003491.51,603.0
158,2145.95,185.593,4,0.197,0.902,mixed_use,commercial,rebuild,32761.181,682.525,40.951,273.01,3379099.69,1710.3
158,2145.95,185.593,4,0.197,0.902,mixed_use,commercial,demolish,5460.197,0.0,0.0,218.408,442720.98,298.5
158,2145.95,185.593,4,0.197,0.902,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,21880.11,1.0
159,6699.476,328.143,3,0.803,0.997,industrial,industrial,repair,42732.141,320.491,21.366,213.661,3745595.67,2536.0
159,6699.476,328.143,3,0.803,0.997,industrial,industrial,rebuild,128196.423,2670.759,160.246,1068.304,16747208.13,8409.1
159,6699.476,328.143,3,0.803,0.997,industrial,industrial,demolish,21366.07,0.0,0.0,854.643,2112202.9,1485.8
159,6699.476,328.143,3,0.803,0.997,industrial,industrial,defer,0.0,0.0,0.0,0.0,67034.96,1.0
160,545.902,94.087,5,0.587,0.372,residential,residential,repair,4051.882,30.389,2.026,20.259,331630.13,194.2
160,545.902,94.087,5,0.587,0.372,residential,residential,rebuild,12155.645,253.243,15.195,101.297,1131401.01,745.0
160,545.902,94.087,5,0.587,0.372,residential,residential,demolish,2025.941,0.0,0.0,81.038,150462.96,140.2
160,545.902,94.087,5,0.587,0.372,residential,residential,defer,0.0,0.0,0.0,0.0,6144.67,1.0
161,355.799,92.701,4,0.17,0.156,residential,residential,repair,2234.822,16.761,1.117,11.174,142189.83,105.8
161,355.799,92.701,4,0.17,0.156,residential,residential,rebuild,6704.465,139.676,8.381,55.871,556469.7,324.6
161,355.799,92.701,4,0.17,0.156,residential,residential,demolish,1117.411,0.0,0.0,44.696,76703.65,59.9
161,355.799,92.701,4,0.17,0.156,residential,residential,defer,0.0,0.0,0.0,0.0,4158.58,1.0
162,1066.57,130.736,6,0.203,0.479,commercial,commercial,repair,6507.418,48.806,3.254,32.537,598874.84,341.6
162,1066.57,130.736,6,0.203,0.479,commercial,commercial,rebuild,19522.253,406.714,24.403,162.685,2205577.02,1051.0
162,1066.57,130.736,6,0.203,0.479,commercial,commercial,demolish,3253.709,0.0,0.0,130.148,323683.19,168.6
162,1066.57,130.736,6,0.203,0.479,commercial,commercial,defer,0.0,0.0,0.0,0.0,11777.07,1.0
163,240.244,64.472,6,0.124,1.0,residential,residential,repair,1187.344,8.905,0.594,5.937,72524.32,49.7
163,240.244,64.472,6,0.124,1.0,residential,residential,rebuild,3562.031,74.209,4.453,29.684,296980.66,188.0
163,240.244,64.472,6,0.124,1.0,residential,residential,demolish,593.672,0.0,0.0,23.747,35704.25,39.8
163,240.244,64.472,6,0.124,1.0,residential,residential,defer,0.0,0.0,0.0,0.0,2402.44,1.0
164,3930.289,255.7,3,0.585,0.891,mixed_use,public,repair,23703.277,177.775,11.852,118.516,2073915.88,1440.3
164,3930.289,255.7,3,0.585,0.891,mixed_use,public,rebuild,71109.832,1481.455,88.887,592.582,8885288.92,4665.7
164,3930.289,255.7,3,0.585,0.891,mixed_use,public,demolish,11851.639,0.0,0.0,474.066,986708.8,851.8
164,3930.289,255.7,3,0.585,0.891,mixed_use,public,defer,0.0,0.0,0.0,0.0,40159.69,1.0
165,4672.355,273.712,2,0.792,0.958,public,public,repair,29374.717,220.31,14.687,146.874,3164773.42,1664.7
165,4672.355,273.712,2,0.792,0.958,public,public,rebuild,88124.15,1835.92,110.155,734.368,12888752.1,5485.6
165,4672.355,273.712,2,0.792,0.958,public,public,demolish,14687.358,0.0,0.0,587.494,1365806.0,974.9
165,4672.355,273.712,2,0.792,0.958,public,public,defer,0.0,0.0,0.0,0.0,47116.03,1.0
166,574.612,96.91,4,0.436,1.0,mixed_use,residential,repair,3189.694,23.923,1.595,15.948,264572.09,185.2
166,574.612,96.91,4,0.436,1.0,mixed_use,residential,rebuild,9569.083,199.356,11.961,79.742,916465.31,594.6
166,574.612,96.91,4,0.436,1.0,mixed_use,residential,demolish,1594.847,0.0,0.0,63.794,131105.21,98.6
166,574.612,96.91,4,0.436,1.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,5746.12,1.0
167,5725.852,342.368,1,0.482,1.0,industrial,industrial,repair,30265.25,226.989,15.133,151.326,2943906.67,1678.6
167,5725.852,342.368,1,0.482,1.0,industrial,industrial,rebuild,90795.751,1891.578,113.495,756.631,12107180.35,6211.1
167,5725.852,342.368,1,0.482,1.0,industrial,industrial,demolish,15132.625,0.0,0.0,605.305,1558321.23,869.7
167,5725.852,342.368,1,0.482,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,57258.52,1.0
168,115.216,43.312,2,0.433,0.848,residential,residential,repair,642.058,4.815,0.321,3.21,45017.0,35.5
168,115.216,43.312,2,0.433,0.848,residential,residential,rebuild,1926.175,40.129,2.408,16.051,191069.45,92.7
168,115.216,43.312,2,0.433,0.848,residential,residential,demolish,321.029,0.0,0.0,12.841,19529.19,23.3
168,115.216,43.312,2,0.433,0.848,residential,residential,defer,0.0,0.0,0.0,0.0,1187.19,1.0
169,123.262,44.41,5,0.07,0.637,mixed_use,residential,repair,651.407,4.886,0.326,3.257,56934.99,36.7
169,123.262,44.41,5,0.07,0.637,mixed_use,residential,rebuild,1954.222,40.713,2.443,16.285,172405.98,111.3
169,123.262,44.41,5,0.07,0.637,mixed_use,residential,demolish,325.704,0.0,0.0,13.028,24411.89,19.6
169,123.262,44.41,5,0.07,0.637,mixed_use,residential,defer,0.0,0.0,0.0,0.0,1322.11,1.0
170,307.682,70.228,4,0.767,0.655,mixed_use,residential,repair,2215.521,16.616,1.108,11.078,184640.81,128.4
170,307.682,70.228,4,0.767,0.655,mixed_use,residential,rebuild,6646.563,138.47,8.308,55.388,658997.43,388.4
170,307.682,70.228,4,0.767,0.655,mixed_use,residential,demolish,1107.76,0.0,0.0,44.31,80791.31,75.0
170,307.682,70.228,4,0.767,0.655,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3289.12,1.0
171,566.639,95.22,3,0.598,0.625,mixed_use,residential,repair,3745.321,28.09,1.873,18.727,285140.16,226.6
